name,geometry.location.lat,geometry.location.lng,review_text,review_rating
Hobba,-37.8479919,145.000717,"['Had a fantastic brunch at Hobba last weekend! Delicious fresh food, friendly staff, great music and the atmosphere in the place is very chilled . We ordered the hot cakes, spicy southern fried chicken burger which was delicious and tasted fantastic! Will definitely be back and can happily recommend this place!', 'Really enjoyed dining here. Located on the main strip on Malvern Rd, The space has a chic open air industrial feel and is dog friendly.\n\nThe staff were friendly and attentive and nothing was as issue.\n\nWe chose to share a savoury and a sweet option - spanner crab chilli scrambled eggs and the ricotta pancakes.\n\nFor me the eggs were a standout dish - creamy with great spice and an ample amount of crab.\n\nThe pancakes were thick and filling with toffe cream and poached pear.\n\nGreat coffee also. We sat at the table for quite a long time and at no time felt pressure to leave.', 'Enjoyed a chic Mädelsdate at Hobba with friends—indulging in brunch, coffee, and soaking up the sun. Delicious eats, great vibes, and such a cool, ruggedly beautiful spot.\n\nHighly recommend!', ""The place is very nice, with music that's not too loud, and large windows that let the sun shine through. The waitresses were very friendly, and the food and drinks delicious."", 'Went to the cafe on a public holiday based on several positive reviews. At one point I wondered if too many raving reviews were because they were incentivised at the cafe but that’s not the case. Food was truly brilliant.\nWe went as a group of 11 (part vegetarians) Group was first impressed by the ambience and then the food. Staff were friendly to accommodate the reservation changes we had to impose last minute..\n\nfeels pricy to begin with but worth the penny.\nHard to pick a favourite from the food  :\nmatcha latte (all drinks were good tbh, just have to ask for triple extra hot if you’d fancy that)\nSouthern Chicken Burgers (good portion size)\nHobba Chicken Waffles (too good) ,\nPork Belly Benedict,\nTrio of Mushrooms (lovely!) ,\nAleppo eggs ,\nBircher muesli (filling!!) , Spinach rolls (filling)…\n\nThe flavours in Hobba hotcakes didn’t disappoint, would just have loved a little more strawberries 🤌']","[5, 5, 5, 5, 5]"
Fed,-37.8413406,144.9539378,"['Went here for a quick lunch. It was a little expensive due to the location but the food was good. The okonomiyaki had a poached egg on top which complimented the dish very well. Loved the coffee here. Will come back again for the coffee. The staff was very friendly and attentive.', 'The best coffee in Albert Park. The team at Fed are always friendly and make the best Piccolo coffee (yes we have tried them all). If you feel like a snack to grab and go or dine in, the food is fresh and more importantly, tastes delicious. Thank you Fraser, Gab, Georgia and the team for keeping us fuelled every morning.', 'Amazing! I follow a keto diet most of the time unless I am travelling and my husband does not. This makes dining out difficult. This place is perfect for both of us! My husband had the (not keto) chicken burger and loved it. I had the chilli scramble and haloumi chips. Those chips are the best crunchy goodness I’ve ever eaten while on keto. We will definitely be back!', 'Amazing menu and obsessed with foods at Fed. Great coffee ☕️, Yummy dishes and friendly staff.', 'Such a friendly cafe with exceptional service\n\nFollowed the recommendations from the staff and really enjoyed. The calamari salad great and the onion gravy with the schnitzel to die for\n\n$60 with lunch including coffee for exceptional food is a bargain']","[4, 5, 5, 5, 5]"
Pony White,-37.7980188,144.9817888,"['This used to be one of my fav cafes.\n\nCalled in for brunch.\n\nMy short mac was cold. Fresh OJ was good.\n\nFood was crispy bacon w scrambled eggs. There was something missing. The food was ok, average, I guess.\n\nMy partners brunch was ok, too.\n\nThe service was really slow, unfortunately, so we had to wait quite a while for our food to come out.\n\nIt looks like there may be new owners as the staff are new and the cooks are new.', ""We just celebrated our daughter's 21st here this morning & can't thank Veronica, Jasmine & all the staff enough for absolutely everything!! Nothing was too much trouble & you catered to all our requests 🫶🏻\n28 people in our group & the coffee, meals & service was exceptional! To get that many meals out to everyone & to have no issues is a credit to your chefs!\nEveryone commented on the attention to detail, the attentiveness of the staff & the amazing coffees.\nVeronica & Jasmine you are absolute stars & we can't thank you enough. Thx for making Piper's 21st so memorable.\nLooking forward to visiting again ❤️"", 'So I first went here months ago on a first date because the menu looked so good. We sat down and when they asked if we were eating or just ordering coffees, the date said ""just coffees"".\nNeedless to say, I was shocked to my core and counted the seconds down until the end of the date so I could never see this person again and come back here so I could actually eat something!\nAnd that day came, look at the art on these lattes, and the food??? I would lick the plate clean if I could. Bless this gorgeous place 😍', 'Pony white is our families new go to for Sunday brunch. The new owners are super friendly and are always happy to suggest menu items. Everything from presentation of the food to the ambiance of the cafe was 10/10.\nThey also serve different types of infused water with new and delicious flavours, showcasing their creativity. Super delicious.\nDesserts were also 10/10 😍\n\nHighly recommend this place for brunch and lunch! Extensive menu so there is sure to be something for everyone. Will be returning regularly. Thanks for the great experience', 'Celebrated my Granddaughters 21st here. It was just perfect. The staff were exceptional and all meals were served without any problems.  The food was fantastic and everyone enjoyed what they ordered.  Would certainly recommend and we will be back.']","[3, 5, 5, 5, 5]"
8 Layers Cafe,-37.81134480000001,145.0072109,"[""Very friendly and professional people at the cafe!  Very nice coffee (I haven't tried the food yet but looks delicious and good portions!) and cute vibes in the cafe. Will be back!"", 'We are a duo visiting from Brisbane (QLD) and stopped by this lovely cafe for brunch. The atmosphere was great, loved the menu range and the hot chocolate is divine! The service was lovely as they were warm and welcoming, and communicated with us in such a kind manner. We enjoyed our brunch experience with this cafe.', 'Grabbed a strong almond latte from here.\n\nThe service is welcoming and friendly.\n\nThe latte was great, the coffee flavour was good and I really enjoyed it.\n\nPrevious review\nFebruary 2020\nI called in and grabbed 2 take away coffees from here. The first one was a strong almond latte and the second one was a strong skinny latte.\n\nBoth coffee were excellent and they came w a good amount of caffeine... yep I was buzzing hahaha.\n\nThe second was friendly and welcome and it was great to be able to support this cafe during these challenging times.\n\nOverall this place is definitely worth a visit.', ""Very cozy bar, from inside you don't realise you're in Victoria street 😅 staff super kind, very good coffee and real croissants!!"", 'Very reasonably priced, delicious coffee! Wasn’t aware of the closing time and arrived just after they closed but was still very kindly accommodated by the manager and served with a smile 😊']","[5, 5, 4, 5, 5]"
Darebin Parklands Dog Off Leash Area,-37.7714045,145.035441,[],[]
Malvern Cricket Ground Dog Off Leash Area,-37.8566614,145.0308975,[],[]
Smart Street Reserve,-37.8162606,145.0231365,[],[]
Foley Reserve Dog Off Leash Area,-37.8124658,145.025241,[],[]
Grace Park,-37.8205407,145.0290557,[],[]
Fairview Park Dog Off Leash Area,-37.8298768,145.0277176,[],[]
H.A Smith Reserve Dog Off Leash Area,-37.8361253,145.0344445,"['', '', '', '']","[5, 2, 4, 4]"
Pitcher Park Dog Off Leash Area,-37.7740544,145.0285212,[],[]
Outer Circle Linear Park Dog Off Leash Area (Peel Street to Willsmere Road),-37.794883,145.0356396,[],[]
Tooronga Park Dog Off Leash Area,-37.8480596,145.0413193,"['', '']","[4, 4]"
Outer Circle Linear Park Dog Off Leash Area (Willsmere Road to Spruzen Avenue),-37.7959781,145.0388807,[],[]
Fairbairn Park Dog Off Leash Area,-37.7754172,144.8972555,[],[]
Barbara Beyer Reserve Off Leash Area,-37.8123905,144.9003401,[],[]
The Warmies Dog Off Leash Area,-37.8382131,144.8944776,[],[]
Chifley Drive Reserve Dog Off Leash Area,-37.7634212,144.8893984,[],[]
Riverside Dog Park,-37.837835,144.893905,[],[]
A G Gillon Oval Dog Off Leash Area,-37.763732,144.9507047,[''],[5]
Footscray Park Dog Off Leash Area,-37.791583,144.9017957,[],[]
Brady Reserve Dog Off Leash Area,-37.7627764,144.9387546,[],[]
Clifton Park Dog Off Leash Area,-37.7664789,144.9524957,[],[]
Aberfeldie Park Dog Off Leash Area,-37.7640186,144.9000301,[],[]
Thompson Reserve Dog Off Leash Area,-37.7780458,144.8909602,[],[]
Fairbairn Park – Off-Leash,-37.7733578,144.899555,[],[]
The Wedge,-37.8817625,145.035345,[],[]
Pawfield Park Fenced Dog Park,-37.8816206,145.0350562,[],[]
Greenmeadows Gardens Dog Off Leash Area,-37.8722081,145.0039555,[],[]
M.O. Moran Reserve Fenced Dog Park (Elwood),-37.8769314,144.9759279,[],[]
M.O. Moran Reserve,-37.877374,144.9759842,[],[]
Peanut Farm Reserve Dog Off Leash Area,-37.8695194,144.9782977,[],[]
St Kilda Beach Dog Off Leash Area,-37.8702721,144.975652,"[""Great year round beach that is a dog off lead beach.\n\nUnfortunately, the council doesn't care about this each as they rarely completely clean it (they tend to pile the debris up on the playground side of the beach).  They leave it for the locals to clean.\n\nRubbish bins only located on the east and west ends. Not through out the beach."", 'Loved seeing the dogs play in the water.', '💛', 'Great clean beach for dog walking', 'Great place to play or chill with your doggy on a hot day.']","[4, 5, 5, 5, 4]"
Milton Gray Reserve Dog Off Leash Area,-37.8649318,145.0351854,[],[]
Harleston Park Dog Off Leash Area,-37.88165499999999,145.0102044,"[""I had the pleasure of dog-sitting a friend's furry companion over the long weekend, and our frequent visits to Harleston Dog Park in Elsternwick left me thoroughly impressed. This park truly offers something for everyone!\n\nFirst and foremost, the unfenced dog run area provided the perfect space for our canine friend to roam and play freely. We visited during the cooler morning hours and again in the evening as the sun was setting, and each time, we were met with a welcoming atmosphere and plenty of room for the dogs to stretch their legs.\n\nBut Harleston Dog Park isn't just for our four-legged friends; it's also a fantastic destination for families and kids. The hilly landscape adds an element of interest, while the playground equipment and rotunda provide opportunities for fun activities and gatherings. We even witnessed several garden birthday parties taking place, which added to the vibrant atmosphere of the park.\n\nFor those looking to stay active, the park boasts a half-size basketball court and a running creek where we could cool off on warmer days. I was particularly impressed by the thoughtful amenities, such as the water fountain with a dog bowl at the bottom – a small touch that made a big difference.\n\nWith mature trees providing ample shade, comfortable seating areas, and lush grassy spaces, Harleston Dog Park truly exceeded my expectations. I highly recommend this park to anyone looking for a safe, enjoyable outdoor space for their furry friends and family alike.\n\nIt is nestled between beautiful residential houses, but leafy enough that noise from a game of basketball or a children’s birthday party won’t be too distracting on a Sunday.\n\nParking.\nFree parking on the road. Not many, but I imagine a lot of locals come here.\n\nAmenities.\nI didn’t see anything so I am a little unsure sorry."", 'Not ideal for dogs, no off leash area and not enough space for big dogs to run.', 'Great facilities']","[5, 1, 5]"
Princess Gardens Off-Leash Area,-37.8488227,144.9958765,[],[]
Albert Park Dog Off Leash Area,-37.8513106,144.9692393,[],[]
Elwood Beach Dog Off Leash Area,-37.88921089999999,144.9835661,"['Great dog beach.  Unfortunately some people don’t read the signs that say ‘Dog Beach’ and set up their picnics and sit on their beach towels and get extra salty when dogs run up to them 😩 This was in November.', 'Had another great experience on the beach with our dog today.  Love this place.', 'Great dog beach with toilets, showers, water fountain and a cafe nearby. There is paid-for parking right next to it.', ""Although the beach looked great and there were many people around, I wasn't allowed to go on because I had my dog with me, and dogs are not permitted at all in the Summer months. Very misleading calling it a dog off leash beach when it prohibits dogs in the busiest season.\nIt does have a nice grassy area nearby, and free parking not to far from the beach though."", 'Elwood beach has two zones with different seasonal restrictions for dogs.\n\n1 April to 31 October – Dogs allowed on sand area.\n\n1 November to 31 March – Dogs allowed on sand from 5.30 am to 9.30 am between the rock groyne south of Point Ormond and the beach access ramp 35 metres south-east of Normandy Road. Dogs\xa0cannot go\xa0on sand anywhere else on Elwood Beach.\n\n(Copied and pasted from the Port Phillip council website)']","[4, 5, 5, 2, 5]"
The Running Dog & Co,-37.8152065,144.963937,[],[]
Lumley Gardens Off-Leash Area,-37.8562192,145.0032598,[],[]
Cyril Curtain Reserve Dog Off Leash Area,-37.8716053,144.9001754,[],[]
Cyril Curtain Reserve,-37.8709821,144.899774,[],[]
The Inner Circle Railway Linear Parklands Dog Off Leash Area,-37.7827693,144.9912149,[],[]
Albert Park Reserve Dog Off Leash Area (Aughtie Drive),-37.8523892,144.9703643,[],[]
Errol Street Reserve,-37.799546,144.950521,"['Nice little park with most amenities.', 'Nice & relaxing 😎', 'Lovely place for kids adults dogs pets to run around chill and have fun.', 'Very relaxing and safe nice people using the reserve, kids, dogs', 'A nice park with plenty of seating options to allow you to enjoy a coffee in the sun']","[5, 5, 5, 5, 5]"
Travancore Park,-37.7801432,144.937408,"['Nice little park with an unleashed dog area. Super quiet on a Sunday afternoon.', ""It's a beautiful place to just sit and take all the nature in. It's soo close to the city and right next to the citylink but also soo lush green and peaceful!\nThe doggies run about freely and the crickets and cicada chirp away.\nIf you're into fitness the Moonee ponds Creek trail provides a reallllly long path for you to walk, run or bike uninterrupted by road traffic lights and all. In short pure serenity!"", 'One of the best off leash parks especially given it close to the highway roads.', 'Great park, dog friendly and playground. Great place to walk around early morning or evening.  Dome good birdlike as per picture', 'Lovely place for pets and people alike. So peaceful here despite being close to busy roads, etc']","[5, 5, 5, 5, 4]"
Atherton Reserve,-37.8032002,144.9792995,"['Grassy oval located in Fitzroy, overlooked by the depressing public housing towers nearby. Used as a dog park in the early mornings and offers a small oasis of green space in the inner city. You’re probably better off walking to nearby Carlton Gardens or Fitzroy Gardens for a more friendly location. Many food and drink options nearby.', 'The best god damn possum I’ve ever met.', '']","[3, 5, 5]"
Thompson Reserve Dog Play Area,-37.7772689,144.8908739,[],[]
Douglas Reserve,-37.7766171,144.9743509,[],[]
Essex St Fully Fenced Dog Park,-37.7940966,144.8768866,[],[]
Village Green Dog Off Leash Area,-37.7722741,144.874415,[],[]
Newport Lakes Park Dog Off Leash Area,-37.8351164,144.8698152,[],[]
Matthews Hill Reserve Dog Off Leash Area,-37.7947432,144.8427153,[],[]
Francis St Fully Fenced Dog Park,-37.8193152,144.8685782,[],[]
Brooklyn Reserve Fenced Dog Park,-37.8222882,144.8469758,[],[]
McIvor Reserve Fenced Dog Park,-37.8197594,144.8688499,[],[]
Martin Reserve Fenced Dog Park,-37.7938222,144.8767661,[],[]
Hansen Reserve Dog Off Leash Area,-37.8045443,144.8735593,[],[]
Cranwell Park Dog Off Leash Area,-37.7770571,144.8591477,[],[]
Scovell Reserve Dog Off Leash Area,-37.7850516,144.8772612,[],[]
Duke Street Reserve Fenced Dog Park,-37.7725551,144.8486607,[],[]
S.J. Clement Reserve Dog Off Leash Area,-37.846267,144.8533542,[],[]
Thompson Street Reserve Dog Off Leash Area,-37.7599778,144.8526657,[],[]
Hosken Reserve Dog Off Leash Area,-37.8299519,144.8343519,[],[]
Killeen Street Reserve Dog On Leash Area,-37.79795110000001,144.8206481,[],[]
Holbrook Reserve,-37.7706217,144.9365477,"[""It's fun to exercise.  both walking and biking while adhering to the Victorian government health protocol.  healthy greetings to us all.  Thankful we can still exercise today."", ""A dedicated cricket oval wedged between Tullamarine/Citylink tollway and Moonee Ponds Creek, in West Brunswick. In order to access this place by car, you need to turn left into Jewell Crescent, off Dawson St, West Brunswick and head down to Moonee Ponds creek. The secret is once at the creek, you go right, under the tollway and come up to the ground. The alternative is via cycling or walking along Moonee Ponds creek path.\nThe ground is in very good condition and dogs run around but thankfully, not too many deposits are left around. There's two cricket net pitches available, while the match pitches are off limits to general visitors. Come the evening, there's enough tall trees to provide good shade from the summer sun. The southern end of the ground has a small clubhouse, which is only available during matches and training."", 'Needs functional endemic gardens, Moonee Ponds creek is perfect example of how fragile our world is. It took only a few years of Brittish settlement to destroy. Wetlands and floodwater harvesting could be added. It is only 1 of 5 green corridors in Melbourne.', 'Access is terrible. You have to go to the end of the Jewel Cresent and then take small road which goes under the freeway to get to the ground. Not sufficient parking available.', 'Nice big place for a walk. Lots of people here playing with their dogs.']","[5, 4, 2, 2, 4]"
McIvor Reserve,-37.8216957,144.8699263,[],[]
Killeen Street Reserve,-37.7977012,144.8196418,[],[]
Anderson Reserve,-37.820894,144.8861317,[],[]
Cruickshank Park,-37.8144444,144.8741667,[],[]
Fairbairn Park,-37.7729945,144.898962,"['A big, dog friendly and relaxing park. Smoothly fit for jogging, picnicking, sunbathing. Quiet and not crowded during weekdays. Good for family, lovers and pet owner land.', 'It is a huge park - next to Maribyrnong river, close to Moone Ponds and Highpoint Shopping Centre. Plenty of grounds for cricket, soccer matches, netball and tennis courts, and golf course. There is also a paved walking cycling track for runners and early morning/late evening walkers', 'This park is amazing. A fantastic place for dogs (it’s mostly off-leash) and the wildlife is great here, considering it’s inner Melbourne.\n\nWe have had the most amazing times here, bbq’s and a kids play area, perfect for the whole family', 'Terrible football pitch but great quality cricket nets and very picturesque for a walk or a run by the river.', 'Great sports park and well used by local teams. Also a great park to walk your dog off lead or not. Easy access to the river walk so you can walk or run for many KMs. Lots of parking. Play ground for little people. Restrooms and drinking fountain. Have fun.']","[5, 5, 5, 4, 5]"
Scovell Reserve,-37.7840674,144.8779586,"['Scovell Reserve is a medium sized park with a sports pavilion, sports fields, cricket oval, cricket nets, a playground, picnic tables and public barbecue facilities.\n\nOn the weekends and after school there are often cricket and football games going on.\n\nThere is also an off-lead dog park here.', 'Great place for kids to learn to love their sports. Soccer for juniors is very well organised and good sporting values.', 'Not the greatest ground but ok']","[5, 5, 3]"
Altona Beach Dog Off Leash Area,-37.86377,144.851282,[],[]
P A Burns Reserve Fenced Dog Park,-37.862492,144.8510438,[],[]
P A Burns Reserve,-37.8624272,144.855249,[],[]
Centenary Reserve,-37.8383863,144.9367854,"['A convenient little enclosed dog park is located at one end, while a playground is located at the other. Our dog, who advised me to give it the highest rating, said that the area had lush green grass and good running and ball-throwing space. 🙂😊😁', 'Handy little enclosed dog park at one end and kids playground at the opposite end. Lush green grass and decent running/ ball throwing space for our doggo, who told me to give it the maximum stars.', ""This is a BRILLIANT interactive public park space! Is one of many jewels in Melbourne's urban developement crown; The swings/ play/ BBQ / sport and exercise areas are really fun clever planning and design, I LOVE IT!! Great outdoor space to spend time! :) xxx"", ""Fantastic recently upgraded playground. Lots of places to climb and run around. Permanent ping pong table, mini soccer/footy ground. Water on tap. Table and bbq for picnic. Unfortunately no toilet.  1 tramstop walk or bike ride from beach/ cafe's and toilets"", ""There is gym at there witch encouraged us to do workout and exercise also we were wrapped  with the veggie garden there beautiful  bay leaves and the spring onions just starting to grow very impressed it's also very clean""]","[5, 5, 5, 5, 5]"
G J Hosken Reserve,-37.8295779,144.8324801,[],[]
Julier Reserve,-37.8372469,144.9236916,"['nice fun place to hangout at, fun playground and dog friendly', 'Nice place to have kids playtime and picnic for short time ...', 'Great play space for all ages', 'So lucky to live near this park.', '']","[4, 4, 5, 5, 5]"
Johnson Reserve,-37.7931211,144.8746205,[],[]
JL Murphy Reserve,-37.8329105,144.9302996,"['Great area for sport activities and hanging out with friends, however, the bathroons are always stinky and dirty and the dog water area always broken or in need of repair. Bring your dog water bowl!', 'Excellently maintained grounds. Ample toilet which are cleaned regularly.  Easy parking.', 'Huge facility with grounds for footy, soccer, baseball and cricket. Good club rooms and a playground for the kids. Nice coffees too :)', 'great park nice to hangout out and nice fields', 'Its a great quiet spot, with lovely grass and good amenities!\nPerfect to take your doggies and chill!! Good shade and good vibe']","[4, 5, 4, 4, 5]"
Smith Reserve,-37.8340307,144.9428543,"['Awesome place to walk you dog, council have just installed sprinklers and are planting heaps of trees. Should stay green through summer.', 'Walter Reserves attractive cousin.', 'Good', '', '']","[4, 4, 5, 4, 5]"
Gloucester Reserve Dog Off Leash Area,-37.8678348,144.8862711,[],[]
Lagoon Reserve,-37.8411111,144.9441667,"['We were in the area with friends at The Tipsy Cow about 10 mins walk away and decided to stop by the park to let our dog stretch his legs after we’d had some drinks. It is a lovely little park with well maintained grass and lots of lovely dogs. We enjoyed our stroll and so did our dog.', ""Lagoon Reserve is good for the occasional footy, soccer and cricket match (with three practice cricket nets) but really, as the park is a dog off-leach park, it's best for letting your pooch run around, exercise and play without a leash.\n\nThere is a playground, barbecue and picnic area with picnic tables and bench seats and public toilet, and the garden beds are extensively landscaped with nice native flora."", 'Lagoon Reserve is fringed with large trees and indigenous plants. As well as being a dog friendly reserve where many people meet and play sport, it  also gives an experience of well cared for urban bush land.', 'Baxter had the best time. Off leash dog run was exhilarating (for him) and hassle free for me.', 'It’s a great doggy park! Completely off leash and usually always other dogs there. Lots of space and well kept lawns. Great to tie in with a walk through here and as well gas works nearby that is also off leash.']","[5, 4, 5, 5, 5]"
Doug Grant Reserve Dog Off Leash Area,-37.8768626,144.8105535,[],[]
A.B. Shaw Reserve Dog Off Leash Area,-37.86463,144.7831103,[],[]
Doug Grant Reserve,-37.8775684,144.8096514,[],[]
Lawrie Emmins Reserve Dog Off Leash Area,-37.8538485,144.7620915,[],[]
Hobsons Bay City Council - Unrestricted Dog off Leash Area,-37.8573631,144.7739375,[],[]
Bladin Street Park Dog Off Leash Area,-37.8581901,144.7690224,[],[]
Altona Meadows Community Park,-37.87789289999999,144.7825923,"['good couple little parks, mostly good for toddlers and young kids. there is a younger section with some climbing equipment and swings and one for larger kids with a climbing net. it has a covered bbq area, 1 basketball and netball hoops, an outdoor community fitness area and plenty of room for kids to run around. area not enclosed.', 'Good spot for dogs kids and parties. Few small issues with bins being not big enough but facilities wise its a great park. Best in the area imo.', 'Nice park, lots of play equipment for children up to about 8 or 9 years old.', 'Great big spacious area with lots of walking room for dogs. Would be a great place to take the kids, nice playgrounds and plenty of seating areas as well. Also would be ideal for a BBQ lunch with the whole family. 🥰', 'Equipment was fun. There is great equipment for kids of all ages.']","[4, 4, 4, 5, 5]"
Federation Village Kororoit Creek Dog Off Leash Area,-37.7780073,144.8078144,[],[]
Cliff Whitworth Reserve Dog Park Off Leash,-37.7516538,144.8837196,[],[]
Roussac Reserve Fenced Dog Park,-37.7572296,144.8275776,[],[]
Wahgunyah Reserve Fenced Dog Park,-37.7508224,144.8266463,[],[]
Collenso Street Electricity Easement Fenced Dog Park,-37.7871262,144.8092762,[],[]
Collenso St Fully Fenced Dog Park,-37.7873389,144.809173,[],[]
J.H. Allan Reserve Dog Off Leash Area,-37.74766,144.8573172,[],[]
Somerset Reserve,-37.7566719,144.8280035,[],[]
Gresham Way Reserve Dog Off Leash Area,-37.7998736,144.8060761,[],[]
International Gardens Reserve Fenced Dog Park,-37.7310362,144.7862116,[],[]
Green Gully Reserve Fenced Dog Park,-37.7250375,144.8204493,[],[]
Cairnlea Dog Park,-37.7599566,144.79405,[],[]
A J Davis Reserve Dog Off Leash Area,-37.7283619,144.8718398,[],[]
Spring Gully Reserve Dog Off Leash Area,-37.73123090000001,144.8740166,[],[]
Green Gully Reserve,-37.7261085,144.8185292,[],[]
Kevin Flint Reserve,-37.7584963,144.7945891,[],[]
Taylors Lakes Dog Park,-37.6958957,144.7880071,[],[]
Boronia Drive Reserve Fenced Dog Park,-37.7028966,144.7331755,[],[]
Fraser Rise Fenced Dog Park,-37.7089201,144.7212921,[],[]
Davitt Drive Reserve Fenced Dog Park,-37.7623197,144.763144,[],[]
Bon Thomas Reserve,-37.773624,144.7651372,"['My childhood place... Would appreciate it if people would pick up after their dog, though🐾❤️', 'Wide open spaces now home of the Brimbank Rugby Union Club', ""It's more of an oval than a playground but does have a small playground at the edge of the oval"", 'Large open space, huge soccer pitch. Playground. Its not bad, but also not great. Nothing to write home about. Although I do come here every day so it must be ok.', 'It was clean and had water for humans and dogs. Fully fenced off so dogs were safe but not all gates were unlocked']","[4, 5, 3, 3, 4]"
Iverson Circuit Fenced Dog Park,-37.72095729999999,144.7203221,[],[]
Brookside Recreation Reserve,-37.74442269999999,144.7364208,"['Wow, what a great location for many different sports and spectators, including tennis, football, soccer, cricket with a winter playable synthetic pitch and field. Plenty of parking and nearby shops serving take away foods.', 'We went here for youth soccer trials only as the side we were trialing for had so many applications their home ground wouldn’t cope.. grounds are impeccably kept and the change tons and club are is clean, tidy and well maintained! Beautiful - just wish there was a little more parking but I assume theirs not so many people turning up to their regular events.', 'My son loves this place - calls it the stadium!', 'The artificial turf is great. It may need resurfacing soon though. A bit of wear here & there.\n\nThe soccer goal nets are constantly vandalised. Council needs to maintain them better as they’re useless with massive holes in them - I’ve seen kids climbing the nets a few times, treating them like monkey bars...\n\nThe large barrier fence on the Caroline Springs Boulevard end is only covering one side behind the goals...left footers like me have no protection if our shots go wide, meaning balls can end up on the main road - serious hazard. If there’s a fence on one side, there needs to be one on the other...', 'Great place to drive my RC car... and other sport activities! Just need to be careful when soccer team use it for training as they tend to use the whole court!']","[5, 5, 4, 3, 5]"
Calder Park,-37.7024157,144.7558185,[],[]
Cranwell Reserve,-37.72576249999999,144.7485931,"['Just a thought but it would be nice to have that bushed area as a basketball court instead of just dirt and two seats but other then that this playgrounds nice', 'A mid sized playground with climbing web and swing bars nested in a fairly quiet street with many houses surrounding it. There is a BBQ pit and sheltered area with benches to rest on. Lush greenery makes it very pleasant.', 'Great park with a playground and open areas.  Seating is available without tables.', '', '']","[5, 3, 5, 4, 5]"
Cairnlea Park,-37.7595044,144.795368,[],[]
Clarke Reserve,-37.7454084,144.8195956,[],[]
Glenelg Reserve,-37.7111982,144.763928,[],[]
Balmoral Park Fenced Dog Park,-37.7923368,144.7650211,[],[]
"Off leash Dog Park,Derrimut",-37.7914247,144.7648922,[],[]
Levittown Rise Dog Park,-37.9180722,144.6077629,[],[]
Lollipop Creek Reserve,-37.8867414,144.6189078,[],[]
Gordon Okeeffe Reserve,-37.9044794,144.628719,[],[]
Open Space And Floodway,-37.8953965,144.63154,[],[]
Williams Landing Dog Park,-37.8600913,144.7512247,[],[]
Vibrandia Way Fenced Dog Park,-37.8404812,144.735842,[],[]
Willmott Drive - Derrimut Road D1 Drainage Reserve Dog Off Leash Area,-37.8846081,144.6848289,[],[]
Off Leash Dog Area (D1 Drainage Reserve - Mossfiel to Callander),-37.865221,144.6926024,"['Fantastic open area for dogs to play', 'Good place for you dog to run free..', 'My housemates Pug loved ❤️ it.', 'Awesome space', 'Muito lixo no local, não tem lugar para os cães beberem água, nem saquinho para recolher fezes dos animais.']","[5, 5, 5, 5, 3]"
Forsyth Park Fenced Dog Park,-37.8505826,144.7317909,[],[]
The Strand Park,-37.8810487,144.7508502,[],[]
Southampton Drive Park,-37.8788856,144.7442205,[],[]
Pipeline Reserve,-37.8803778,144.7567251,[],[]
Hargrave Park Playground,-37.9018635,144.7179825,[],[]
Saltwater Reserve Fenced Dog Park,-37.9093785,144.7579668,[],[]
Camelot Park Dog Off Leash Area,-37.8427483,144.6794524,[],[]
Camelot Drive Park,-37.8410745,144.6757908,[],[]
Balmoral Park,-37.7922466,144.7641006,[],[]
Campbells Cove Beach Dog Off Leash Area,-37.94146140000001,144.7385296,[],[]
Featherby Reserve,-37.888997,144.778408,[],[]
Homestead Run Reserve,-37.8855191,144.7589885,"['Nice enjoy ☺️', 'Nice area, has community centre, bbqs, but playground could use some work.\n\nBut still a pretty good local park.', 'Perfect place for a quick run, walk your dog, basket ball practice and tennis.', 'Great local park', '']","[5, 4, 4, 5, 3]"
Brookdale Road Reserve,-37.9109721,144.7662657,"[""**A Perfect Day Out for the Whole Family! ⭐⭐⭐⭐⭐**\n\nFrom the moment we arrived, the kids were absolutely thrilled with the **playground**—a safe and vibrant space where laughter and joy are in full swing. The **big lush grounds** are a dream come true for any sports enthusiast, offering ample space to play and practice **cricket**, **football**, and even **baseball**.\n\nThe **change rooms** are a convenient touch, making it easy for everyone to switch from play to relaxation mode. And for those who like to keep fit outdoors, the **open gym equipment** is top-notch, allowing for a variety of workouts in the fresh air.\n\nIf you live to walk then there is a marked trail around the ground too for you to enjoy peaceful walking while kids enjoy playing in playground and partner enjoying the open gym 😅\n\nWhether you're looking to bond with your children, enjoy a friendly match, or simply soak in the serenity of nature, this reserve is the place to be. It's a community gem that caters to all ages and interests, making every visit a memorable one."", 'Short distance from my place. How do we get access? Anyone without reservation? Geee', 'Great options for a casual exercise', 'Good carpark', '']","[5, 4, 5, 5, 5]"
